id,raw_skill_text,normalized_text,occurrence_count,status,source_type,source_model,source_object_id,example_job,rough_bucket,proposed_decision,proposed_target_canonical_skill,proposed_target_category,confidence,approved_for_phase_15d,decision_reason
258,Analyse technique,analyse technique,27,pending,job,,99,Développeur COBOL - Mainframe H/F (H/F) | INFORMATIS TECHNOLOGY SYSTM | active,review_frequency,alias_to_existing,Software Analysis,backend,high,yes,technical analysis in software context
499,Google Cloud Platform (GCP),google cloud platform gcp,27,pending,job,,673,Data Engineer GCP (H/F) | ALTEN SYSTEMES D'INFORMATION ET RESEAUX | active,review_high_value,alias_to_existing,Google Cloud,cloud,high,yes,GCP alias
271,Intégration continue,integration continue,27,pending,job,,100,Ingénieur Développement Logiciel Embarqué Temps Réel (H/F) | CARE TECHNOLOGY CONSULTING | active,review_frequency,alias_to_existing,CI/CD,devops,high,yes,French continuous integration
309,Complex Software Solutions Development,complex software solutions development,19,pending,job,,121,Ingénieur Développeur Full Stack F/H (H/F) | INFORMATIS TECHNOLOGY SYSTM | active,review_frequency,alias_to_existing,Software Development,backend,high,yes,broad software development wording
308,Modern Application Architectures,modern application architectures,19,pending,job,,121,Ingénieur Développeur Full Stack F/H (H/F) | INFORMATIS TECHNOLOGY SYSTM | active,review_frequency,alias_to_existing,Software Architecture,backend,high,yes,architecture wording
629,Agile Scrum,agile scrum,18,pending,job,,1070,DATA ENGINEER (H/F) | DATA PRAXIS | active,review_frequency,alias_to_existing,Scrum,methodology,high,yes,scrum/agile synonym
495,Cloud Functions,cloud functions,18,pending,job,,672,Data Engineer Gbs (H/F) | SOCIETE GESER BEST | active,review_high_value,alias_to_existing,Google Cloud,cloud,high,yes,GCP service; current taxonomy has Google Cloud
259,Correction d'anomalies,correction d anomalies,18,pending,job,,99,Développeur COBOL - Mainframe H/F (H/F) | INFORMATIS TECHNOLOGY SYSTM | active,review_frequency,alias_to_existing,Debugging,tools,high,yes,bug fixing/debugging
554,Logging,logging,18,pending,job,,798,Ingénieur DevOps GCP (H/F) | ALTEN SYSTEMES D'INFORMATION ET RESEAUX | active,review_frequency,alias_to_existing,Monitoring,devops,high,yes,logging observability
257,Maintenance applicative,maintenance applicative,18,pending,job,,99,Développeur COBOL - Mainframe H/F (H/F) | INFORMATIS TECHNOLOGY SYSTM | active,review_frequency,alias_to_existing,Software Deployment,devops,high,yes,application maintenance is lifecycle/deployment support
171,Monitoring Tools,monitoring tools,18,pending,job,,41,Ingénieur DevOps (H/F) | AKTISEA | active,review_frequency,alias_to_existing,Monitoring,devops,high,yes,monitoring alias
250,Network Administration,network administration,18,pending,job,,97,Développeur Fullstack Symfony (H/F) | JMC TELEPROGRAMMES | active,review_frequency,alias_to_existing,System and Network Administration,security,high,yes,network admin maps to system/network admin
418,Network Management,network management,18,pending,job,,193,RESPONSABLE DSI FULLSTACK (H/F) | TEAM INTERIM | active,review_frequency,alias_to_existing,System and Network Administration,security,high,yes,network management maps to system/network admin
547,Routage,routage,18,pending,job,,796,Ingénieur Systèmes - Automatisation & DevOps | TELESPAZIO FRENCH GUIANA | active,review_frequency,alias_to_existing,System and Network Administration,security,high,yes,routing/network admin
673,System Administration,system administration,18,pending,job,,1077,Alternant(e) informatique (H/F) | TEAM EMPLOI | active,review_frequency,alias_to_existing,System and Network Administration,security,high,yes,system admin maps to existing canonical
608,Analyse de vulnérabilités sur systèmes embarqués,analyse de vulnerabilites sur systemes embarques,10,pending,job,,1056,Ingénieur en Cybersécurité - Systèmes Embarqués (H/F) | NBTECH TOULOUSE | active,review_frequency,alias_to_existing,Vulnerability Management,security,high,yes,vulnerability analysis
570,Analyse des risques,analyse des risques,10,pending,job,,889,Expert Cybersécurité - Marseille (H/F) | EPSYL | active,review_frequency,alias_to_existing,Risk Analysis,security,high,yes,risk analysis
567,CDM framework,cdm framework,10,pending,job,,889,Expert Cybersécurité - Marseille (H/F) | EPSYL | active,review_frequency,alias_to_existing,Cybersecurity,security,high,yes,security framework
569,CIS framework,cis framework,10,pending,job,,889,Expert Cybersécurité - Marseille (H/F) | EPSYL | active,review_frequency,alias_to_existing,Cybersecurity,security,high,yes,security framework
596,Cybersécurité offensive,cybersecurite offensive,10,pending,job,,1056,Ingénieur en Cybersécurité - Systèmes Embarqués (H/F) | NBTECH TOULOUSE | active,review_high_value,alias_to_existing,Penetration Testing,security,high,yes,offensive cybersecurity
600,Firmwares,firmwares,10,pending,job,,1056,Ingénieur en Cybersécurité - Systèmes Embarqués (H/F) | NBTECH TOULOUSE | active,review_frequency,alias_to_existing,Embedded Systems,other,high,yes,firmware plural
507,Intelligence artificielle,intelligence artificielle,10,pending,job,,674,Data Engineer / Expert Data Intégration  - H/F (H/F) | HARDIS TECH SERVICES | active,review_frequency,alias_to_existing,Artificial Intelligence,data_ai,high,yes,French AI
568,NIST framework,nist framework,10,pending,job,,889,Expert Cybersécurité - Marseille (H/F) | EPSYL | active,review_frequency,alias_to_existing,Cybersecurity,security,high,yes,security framework
336,SAP FI/CO,sap fi co,10,pending,job,,129,Developpeur Sap (H/F) - ANTONY (92002) | E-KENT | active,review_high_value,alias_to_existing,SAP ERP,tools,high,yes,SAP module
334,SAP Integration Suite (CPI),sap integration suite cpi,10,pending,job,,129,Developpeur Sap (H/F) - ANTONY (92002) | E-KENT | active,review_high_value,alias_to_existing,SAP ERP,tools,high,yes,SAP integration
337,SAP PP/QM,sap pp qm,10,pending,job,,129,Developpeur Sap (H/F) - ANTONY (92002) | E-KENT | active,review_high_value,alias_to_existing,SAP ERP,tools,high,yes,SAP module
335,SAP SD/MM,sap sd mm,10,pending,job,,129,Developpeur Sap (H/F) - ANTONY (92002) | E-KENT | active,review_high_value,alias_to_existing,SAP ERP,tools,high,yes,SAP module
617,Systèmes numériques,systemes numeriques,10,pending,job,,1059,"Enseignant BAC PRO CIEL (Cybersécurité, Informatique et Réseaux) | LYCEE GENERAL TECHNOLO EDOUARD BRANLY | active",review_frequency,alias_to_existing,Embedded Systems,other,high,yes,digital systems context
598,Sécurisation de systèmes embarqués,securisation de systemes embarques,10,pending,job,,1056,Ingénieur en Cybersécurité - Systèmes Embarqués (H/F) | NBTECH TOULOUSE | active,review_frequency,alias_to_existing,Cybersecurity,security,high,yes,embedded cybersecurity
801,.Net Core 3.1,.net core 3.1,9,pending,job,,1109,Développeur web .Net Core (F/H) (H/F) | C-TECHNOLOGY | active,review_frequency,alias_to_existing,.NET Core,backend,high,yes,.NET version
632,AI/ML/LLM,ai ml llm,9,pending,job,,1070,DATA ENGINEER (H/F) | DATA PRAXIS | active,review_frequency,alias_to_existing,Artificial Intelligence,data_ai,high,yes,AI umbrella
552,API Gateway,api gateway,9,pending,job,,797,Consultant DevOps/Cloud (H/F) | DEVOTEAM | active,review_high_value,alias_to_existing,API,backend,high,yes,API infrastructure wording
318,API Integration,api integration,9,pending,job,,127,Developpeur full stack (H/F) | MEDIA-START | active,review_high_value,alias_to_existing,API,backend,high,yes,API integration wording
483,API SOAP,api soap,9,pending,job,,668,Data Engineer H/F (H/F) | MONDIAL RELAY | active,review_high_value,alias_to_existing,SOAP,backend,high,yes,SOAP protocol
734,API architecture,api architecture,9,pending,job,,1090,Stage de fin d'études - Développeur(se) Full Stack / Data (H/F) | SYNOPSIA INGENIERIE | active,review_high_value,alias_to_existing,API,backend,high,yes,API architecture wording
560,APM Instana,apm instana,9,pending,job,,800,DevOps (H/F) - CDI - Villeurbanne (69) (H/F) | BBO | active,review_frequency,alias_to_existing,Monitoring,devops,high,yes,APM/monitoring tool
158,AWS Certification,aws certification,9,pending,job,,38,Ingénieur DevOps Cloud (H/F) | KINGFISHER INFORMATION TECHNOLOGY SERVIC | active,review_high_value,alias_to_existing,AWS,cloud,high,yes,AWS certification wording
558,AWS ECS,aws ecs,9,pending,job,,799,Ingénieur DevOps (H/F) | CYKERO | active,review_high_value,alias_to_existing,AWS,cloud,high,yes,AWS service
188,Agile Framework,agile framework,9,pending,job,,44,Ingénieur de Production DevOps | ITS GROUP | active,review_frequency,alias_to_existing,Agile,methodology,high,yes,agile wording
859,Analyse d'incidents de sécurité,analyse d incidents de securite,9,pending,job,,1125,Ingenieur Cybersecurite (H/F) | E-KENT | active,review_frequency,alias_to_existing,SIEM,security,high,yes,security incident analysis usually SIEM/SOC
860,Analyse de flux réseau,analyse de flux reseau,9,pending,job,,1125,Ingenieur Cybersecurite (H/F) | E-KENT | active,review_high_value,alias_to_existing,Network Security,security,high,yes,network flow analysis
858,Analyse de journaux d'événements,analyse de journaux d evenements,9,pending,job,,1125,Ingenieur Cybersecurite (H/F) | E-KENT | active,review_frequency,alias_to_existing,SIEM,security,high,yes,event log analysis
833,Analytics Engineering,analytics engineering,9,pending,job,,1120,Responsable Data Engineer (H/F) | AK RECRUTEMENT | active,review_frequency,alias_to_existing,Data Engineering,data_ai,high,yes,data engineering role specialty
415,Angular 17,angular 17,9,pending,job,,191,Développeur Fullstack Java/ Angular / Spring H/F  (H/F) | AMILTONE | active,review_high_value,alias_to_existing,Angular,frontend,high,yes,Angular version
428,Angular 2,angular 2,9,pending,job,,198,Developpeur Java fullstack (H/F) | KEEPCOD | active,review_high_value,alias_to_existing,Angular,frontend,high,yes,Angular version
175,Ansible Automation Platform V2,ansible automation platform v2,9,pending,job,,42,Ingénieur Middleware DevOps | ITS GROUP | active,review_frequency,alias_to_existing,Ansible,devops,high,yes,Ansible product name
805,Application Development,application development,9,pending,job,,1110,Développeur ERP (H/F) | GROUPAGORA | active,review_frequency,alias_to_existing,Software Development,backend,high,yes,application development synonym
315,Architecture applicative,architecture applicative,9,pending,job,,126,Développeur conception logiciel RH (Langage C) (H/F) | HOLENEK INGENIERIE | active,review_frequency,alias_to_existing,Software Architecture,backend,high,yes,application architecture
443,Architectures applicatives,architectures applicatives,9,pending,job,,358,Alternance BAC +4 en cybersécurité F/H | LA POSTE | active,review_frequency,alias_to_existing,Software Architecture,backend,high,yes,application architecture
532,Automation tools,automation tools,9,pending,job,,795,Ingenieur Devops/Sysops (H/F) | Kent | active,review_frequency,alias_to_existing,Automation,tools,high,yes,automation tooling
647,Azure AD,azure ad,9,pending,job,,1073,Alternant Informatique Systèmes & Réseaux H/F (H/F) | FDG GROUP | active,review_high_value,alias_to_existing,Entra ID,security,high,yes,Azure AD renamed Entra ID
147,Azure Repos,azure repos,9,pending,job,,35,Ingénieur DevOps (H/F) | EOS IMAGING | active,review_high_value,alias_to_existing,Azure DevOps,devops,high,yes,Azure DevOps component
410,Bases de données,bases de donnees,9,pending,job,,157,Ingénieur Développement Logiciel Industriel / Supervision C# (H/F) |  | active,review_frequency,alias_to_existing,SQL,database,high,yes,database generic
690,Batch,batch,9,pending,job,,1079,ALTERNANT Technicien Support Informatique H/F/NB | NRJ GROUP | active,review_frequency,alias_to_existing,Scripting,devops,high,yes,batch scripting
784,Batch Processing,batch processing,9,pending,job,,1102,Développeur Java Senior H/F (H/F) | Scalian | active,review_frequency,alias_to_existing,Data Engineering,data_ai,high,yes,batch processing data context
448,Big Data,big data,9,pending,job,,664,Data Engineer (H/F) | E-KENT | active,review_high_value,alias_to_existing,Data Engineering,data_ai,high,yes,big data generally maps to data engineering
835,Business Intelligence (BI),business intelligence bi,9,pending,job,,1120,Responsable Data Engineer (H/F) | AK RECRUTEMENT | active,review_frequency,alias_to_existing,Power BI,data_ai,high,yes,BI common target; review if generic BI skill later
522,CI/CD tools,ci cd tools,9,pending,job,,793,Ingénieur DevOps   (H/F) | DAVIDSON PACA | active,review_frequency,alias_to_existing,CI/CD,devops,high,yes,CI/CD wording
537,DHCP,dhcp,9,pending,job,,796,Ingénieur Systèmes - Automatisation & DevOps | TELESPAZIO FRENCH GUIANA | active,review_frequency,alias_to_existing,System and Network Administration,security,high,yes,DHCP admin
536,DNS,dns,9,pending,job,,796,Ingénieur Systèmes - Automatisation & DevOps | TELESPAZIO FRENCH GUIANA | active,review_frequency,alias_to_existing,System and Network Administration,security,high,yes,DNS admin
485,DWH,dwh,9,pending,job,,668,Data Engineer H/F (H/F) | MONDIAL RELAY | active,review_frequency,alias_to_existing,Data Warehouse,data_ai,high,yes,DWH abbreviation
134,Data Wrangling,data wrangling,9,pending,job,,31,Data Engineer Python Spark + ETL/ELT (H/F) | HOLENEK INGENIERIE | active,review_high_value,alias_to_existing,Data Engineering,data_ai,high,yes,data engineering activity
533,Database management,database management,9,pending,job,,795,Ingenieur Devops/Sysops (H/F) | Kent | active,review_high_value,alias_to_existing,SQL,database,high,yes,database management generic; SQL is closest existing broad skill
500,Dataflow,dataflow,9,pending,job,,673,Data Engineer GCP (H/F) | ALTEN SYSTEMES D'INFORMATION ET RESEAUX | active,review_high_value,alias_to_existing,Google Cloud,cloud,high,yes,GCP Dataflow service; map to Google Cloud
774,Debug,debug,9,pending,job,,1101,Développeur Java Android Senior H/F (H/F) | Scalian | active,review_frequency,alias_to_existing,Debugging,tools,high,yes,debug synonym
424,DevOps Certification,devops certification,9,pending,job,,196,Développeur(se) Fullstack IA (H/F) | BASSETTI GROUP | active,review_high_value,alias_to_existing,DevOps,devops,high,yes,"certification wording, not separate skill"
523,DevOps methodology,devops methodology,9,pending,job,,793,Ingénieur DevOps   (H/F) | DAVIDSON PACA | active,review_high_value,alias_to_existing,DevOps,devops,high,yes,devops wording
177,DevSecOps,devsecops,9,pending,job,,42,Ingénieur Middleware DevOps | ITS GROUP | active,review_frequency,alias_to_existing,DevOps,devops,high,yes,DevSecOps is DevOps/security variant
170,Distributed Architectures,distributed architectures,9,pending,job,,41,Ingénieur DevOps (H/F) | AKTISEA | active,review_frequency,alias_to_existing,Software Architecture,backend,high,yes,architecture wording
272,Drivers Linux,drivers linux,9,pending,job,,100,Ingénieur Développement Logiciel Embarqué Temps Réel (H/F) | CARE TECHNOLOGY CONSULTING | active,review_high_value,alias_to_existing,Linux,devops,high,yes,Linux driver context
269,Débogage bas niveau,debogage bas niveau,9,pending,job,,100,Ingénieur Développement Logiciel Embarqué Temps Réel (H/F) | CARE TECHNOLOGY CONSULTING | active,review_frequency,alias_to_existing,Debugging,tools,high,yes,debugging variant
441,Développement,developpement,9,pending,job,,358,Alternance BAC +4 en cybersécurité F/H | LA POSTE | active,review_frequency,alias_to_existing,Software Development,backend,high,yes,generic development wording
756,Développement d'applications métiers,developpement d applications metiers,9,pending,job,,1100,Développeur Java Confirmé UX/UI H/F (H/F) | Scalian | active,review_frequency,alias_to_existing,Software Development,backend,high,yes,business app development
339,Développement spécifique Sage X3,developpement specifique sage x3,9,pending,job,,131,Developpeur Sage (H/F) | E-KENT | active,review_frequency,alias_to_existing,Sage X3,programming_language,high,yes,Sage X3 development; existing canonical in programming_language
153,ELK,elk,9,pending,job,,37,Technicien N2 DevOps H/F | CRIT INTERIM | active,review_frequency,alias_to_existing,Elasticsearch,database,high,yes,ELK maps best to Elasticsearch in current taxonomy
172,ELK Stack,elk stack,9,pending,job,,41,Ingénieur DevOps (H/F) | AKTISEA | active,review_frequency,alias_to_existing,Elasticsearch,database,high,yes,ELK stack maps to Elasticsearch
516,ETL/ELT,etl elt,9,pending,job,,677,Data Engineer Pole BI (H/F) | OPTEVEN ASSURANCES | active,review_high_value,alias_to_existing,ETL,data_ai,high,yes,ETL/ELT wording
129,ETL/ELT tools,etl elt tools,9,pending,job,,31,Data Engineer Python Spark + ETL/ELT (H/F) | HOLENEK INGENIERIE | active,review_high_value,alias_to_existing,ETL,data_ai,high,yes,ETL/ELT tooling
641,"Email (DNS Zone, DKIM, DMARC, MX, SPF)",email dns zone dkim dmarc mx spf,9,pending,job,,1072,Alternant - Technicien informatique (H/F) | COMMUNAUTE DE COMMUNES DE LA PLAINE DIJO | active,review_frequency,alias_to_existing,System and Network Administration,security,high,yes,email/DNS admin
344,Embedded Software,embedded software,9,pending,job,,145,Ingénieur(e) en développement logiciel & IA en alternance H/F (H/F) | STEEL ELECTRONIQUE | active,review_frequency,alias_to_existing,Embedded Systems,other,high,yes,embedded software maps to existing
848,Environnements Windows,environnements windows,9,pending,job,,1125,Ingenieur Cybersecurite (H/F) | E-KENT | active,review_high_value,alias_to_existing,Windows,tools,high,yes,Windows environment
640,"Firewall (NAT, DMZ, Ports IP TCP/UDP)",firewall nat dmz ports ip tcp udp,9,pending,job,,1072,Alternant - Technicien informatique (H/F) | COMMUNAUTE DE COMMUNES DE LA PLAINE DIJO | active,review_high_value,alias_to_existing,Firewall,security,high,yes,firewall details
386,Firmware,firmware,9,pending,job,,153,Ingénieur Développement Logiciel Embarqué Senior (H/F) | TORING | active,review_frequency,alias_to_existing,Embedded Systems,other,high,yes,firmware generally embedded
819,Frameworks,frameworks,9,pending,job,,1115,Développeur Logiciel / Lead Developer (H/F) | N.I.T.D. NUMERIQUE INFORMATIQUE TRANSMIS | active,review_frequency,alias_to_existing,Software Development,backend,high,yes,too broad but useful as development framework wording
247,Functional Testing,functional testing,9,pending,job,,96,Développeur Back-end / Full Stack | ARCESI OCCITANIE | active,review_frequency,alias_to_existing,Software Testing,testing,high,yes,testing type
341,Gestion de bases de données,gestion de bases de donnees,9,pending,job,,131,Developpeur Sage (H/F) | E-KENT | active,review_frequency,alias_to_existing,SQL,database,high,yes,database management
862,Gestion des risques,gestion des risques,9,pending,job,,1125,Ingenieur Cybersecurite (H/F) | E-KENT | active,review_frequency,alias_to_existing,Risk Analysis,security,high,yes,risk management
163,GitLab Pipelines,gitlab pipelines,9,pending,job,,40,Ingénieur Développement DevOps  (H/F) | INSTITUT FRANCAIS DE RECHERCHE POUR L EX | active,review_frequency,alias_to_existing,GitLab CI/CD,devops,high,yes,GitLab CI/CD alias
573,architecture cybersécurité,architecture cybersecurite,9,pending,job,,890,Architecte Cybersécurité - Marseille (H/F) | EPSYL | active,review_high_value,alias_to_existing,Cybersecurity,security,high,yes,cyber architecture wording
306,Front-End Development,front end development,28,pending,job,,121,Ingénieur Développeur Full Stack F/H (H/F) | INFORMATIS TECHNOLOGY SYSTM | active,review_frequency,create_new_skill,Frontend Development,frontend,high,yes,frontend development
139,Claude Code,claude code,27,pending,job,,31,Data Engineer Python Spark + ETL/ELT (H/F) | HOLENEK INGENIERIE | active,review_frequency,create_new_skill,Claude Code,tools,high,yes,AI coding tool
487,Data Security,data security,27,pending,job,,669,Data Engineer Senior (H/F) CDI (H/F) | THOM | active,review_high_value,create_new_skill,Data Security,security,medium,yes,new security canonical
322,MVC,mvc,27,pending,job,,127,Developpeur full stack (H/F) | MEDIA-START | active,review_frequency,create_new_skill,MVC,backend,high,yes,common architecture pattern
298,Spring AOP,spring aop,27,pending,job,,105,Développeur Fullstack Java Spring Angular H/F (H/F) | AMILTONE | active,review_frequency,create_new_skill,Spring AOP,backend,high,yes,specific Spring technology
307,Back-End Development,back end development,19,pending,job,,121,Ingénieur Développeur Full Stack F/H (H/F) | INFORMATIS TECHNOLOGY SYSTM | active,review_frequency,create_new_skill,Backend Development,backend,high,yes,backend development
484,Data Lake,data lake,18,pending,job,,668,Data Engineer H/F (H/F) | MONDIAL RELAY | active,review_high_value,create_new_skill,Data Lake,data_ai,high,yes,common data architecture
398,Data Mesh,data mesh,18,pending,job,,156,Ingénieur Architecte Logiciel Data Mesh (H/F) | PB SOLUTIONS | active,review_high_value,create_new_skill,Data Mesh,data_ai,high,yes,data architecture
494,Dataproc,dataproc,18,pending,job,,672,Data Engineer Gbs (H/F) | SOCIETE GESER BEST | active,review_high_value,create_new_skill,Google Cloud Dataproc,data_ai,high,yes,GCP data service
305,Full Stack Development,full stack development,18,pending,job,,121,Ingénieur Développeur Full Stack F/H (H/F) | INFORMATIS TECHNOLOGY SYSTM | active,review_frequency,create_new_skill,Full Stack Development,backend,high,yes,useful broad role capability
140,GitHub Copilot,github copilot,18,pending,job,,31,Data Engineer Python Spark + ETL/ELT (H/F) | HOLENEK INGENIERIE | active,review_frequency,create_new_skill,GitHub Copilot,tools,high,yes,AI coding tool
361,Google Test,google test,18,pending,job,,149,Ingénieur Logiciel Embarqué Linux (H/F) | ALTEN SYSTEMES D'INFORMATION ET RESEAUX | active,review_frequency,create_new_skill,Google Test,testing,high,yes,C++ testing framework
771,Multithreading,multithreading,18,pending,job,,1101,Développeur Java Android Senior H/F (H/F) | Scalian | active,review_frequency,create_new_skill,Multithreading,backend,high,yes,programming concurrency concept
430,Nexus,nexus,18,pending,job,,325,Ingénieur / Ingénieure DevOps           (H/F) | KODEMADE | active,review_frequency,create_new_skill,Nexus Repository,devops,high,yes,artifact repository
407,OPC-UA,opc ua,18,pending,job,,157,Ingénieur Développement Logiciel Industriel / Supervision C# (H/F) |  | active,review_frequency,create_new_skill,OPC-UA,other,high,yes,industrial communication protocol
760,Optimisation des performances,optimisation des performances,18,pending,job,,1100,Développeur Java Confirmé UX/UI H/F (H/F) | Scalian | active,review_frequency,create_new_skill,Performance Optimization,methodology,medium,yes,performance optimization concept
241,PHPUnit,phpunit,18,pending,job,,95,Développeur web full stack (H/F) | GERESO | active,review_frequency,create_new_skill,PHPUnit,testing,high,yes,PHP testing framework
502,Pub/Sub,pub sub,18,pending,job,,673,Data Engineer GCP (H/F) | ALTEN SYSTEMES D'INFORMATION ET RESEAUX | active,review_frequency,create_new_skill,Google Pub/Sub,data_ai,high,yes,GCP messaging service
747,Refactoring,refactoring,18,pending,job,,1099,Développeur / Développeuse informatique PHP (H/F) | P2B SOLUTIONS | active,review_frequency,create_new_skill,Refactoring,methodology,high,yes,software engineering practice
321,SaaS,saas,18,pending,job,,127,Developpeur full stack (H/F) | MEDIA-START | active,review_frequency,create_new_skill,SaaS,backend,high,yes,software delivery model; useful context skill
277,Sonar,sonar,18,pending,job,,101,Ingénieur logiciel   (H/F) |  CIRIL GROUP | active,review_frequency,create_new_skill,SonarQube,tools,high,yes,code quality tool
133,Streamlit,streamlit,18,pending,job,,31,Data Engineer Python Spark + ETL/ELT (H/F) | HOLENEK INGENIERIE | active,review_frequency,create_new_skill,Streamlit,data_ai,high,yes,Python data app framework
211,AVEVA InTouch,aveva intouch,11,pending,job,,46,Ingénieur systèmes cybersécurité et automatisme (H/F) |  | active,review_frequency,create_new_skill,AVEVA InTouch,tools,high,yes,SCADA/HMI tool
212,AVEVA System Platform,aveva system platform,11,pending,job,,46,Ingénieur systèmes cybersécurité et automatisme (H/F) |  | active,review_frequency,create_new_skill,AVEVA System Platform,tools,high,yes,SCADA/HMI platform
204,Automatismes industriels,automatismes industriels,11,pending,job,,46,Ingénieur systèmes cybersécurité et automatisme (H/F) |  | active,review_frequency,create_new_skill,Industrial Automation,other,high,yes,French industrial automation
209,PCVue,pcvue,11,pending,job,,46,Ingénieur systèmes cybersécurité et automatisme (H/F) |  | active,review_frequency,create_new_skill,PCVue,tools,high,yes,SCADA/supervision tool
210,Panorama,panorama,11,pending,job,,46,Ingénieur systèmes cybersécurité et automatisme (H/F) |  | active,review_frequency,create_new_skill,Panorama SCADA,tools,high,yes,SCADA/supervision tool
206,Réseaux et protocoles de communication industriels,reseaux et protocoles de communication industriels,11,pending,job,,46,Ingénieur systèmes cybersécurité et automatisme (H/F) |  | active,review_high_value,create_new_skill,Industrial Networking,other,high,yes,industrial communication/networking
208,Schneider,schneider,11,pending,job,,46,Ingénieur systèmes cybersécurité et automatisme (H/F) |  | active,review_frequency,create_new_skill,Schneider Electric Industrial Automation,tools,high,yes,industrial automation vendor/tooling
207,Siemens,siemens,11,pending,job,,46,Ingénieur systèmes cybersécurité et automatisme (H/F) |  | active,review_high_value,create_new_skill,Siemens Industrial Automation,tools,high,yes,industrial automation vendor/tooling
205,Supervision industrielle,supervision industrielle,11,pending,job,,46,Ingénieur systèmes cybersécurité et automatisme (H/F) |  | active,review_frequency,create_new_skill,Industrial Automation,other,high,yes,industrial supervision
515,AI Guardrails,ai guardrails,10,pending,job,,676,Data Engineer IA Copilot Studio & Automatisation IA (H/F) | BASSETTI GROUP | active,review_frequency,create_new_skill,AI Guardrails,data_ai,high,yes,AI safety capability
611,ASPICE 4.0,aspice 4.0,10,pending,job,,1056,Ingénieur en Cybersécurité - Systèmes Embarqués (H/F) | NBTECH TOULOUSE | active,review_frequency,create_new_skill,ASPICE,methodology,high,yes,automotive process standard
602,Architectures ARM,architectures arm,10,pending,job,,1056,Ingénieur en Cybersécurité - Systèmes Embarqués (H/F) | NBTECH TOULOUSE | active,review_frequency,create_new_skill,ARM Architecture,other,high,yes,embedded architecture
509,Azure AI Search,azure ai search,10,pending,job,,676,Data Engineer IA Copilot Studio & Automatisation IA (H/F) | BASSETTI GROUP | active,review_high_value,create_new_skill,Azure AI Search,data_ai,high,yes,Azure AI service
478,"CVC (chauffage, ventilation, climatisation)",cvc chauffage ventilation climatisation,10,pending,job,,666,"DCEO Engineer, Data Center Engineering Operations H/F | AMAZON DATA SERVICES FRANCE SAS | active",review_frequency,create_new_skill,HVAC,tools,high,yes,data center facilities
475,Centrales de traitement d'air,centrales de traitement d air,10,pending,job,,666,"DCEO Engineer, Data Center Engineering Operations H/F | AMAZON DATA SERVICES FRANCE SAS | active",review_frequency,create_new_skill,HVAC,tools,high,yes,air handling in facilities
566,Endpoint security,endpoint security,10,pending,job,,889,Expert Cybersécurité - Marseille (H/F) | EPSYL | active,review_high_value,create_new_skill,Endpoint Security,security,medium,yes,canonical casing
612,ISO 26262,iso 26262,10,pending,job,,1056,Ingénieur en Cybersécurité - Systèmes Embarqués (H/F) | NBTECH TOULOUSE | active,review_high_value,create_new_skill,ISO 26262,security,high,yes,safety/security standard for automotive embedded systems
510,LLM Optimization,llm optimization,10,pending,job,,676,Data Engineer IA Copilot Studio & Automatisation IA (H/F) | BASSETTI GROUP | active,review_frequency,create_new_skill,LLM Optimization,data_ai,high,yes,LLM engineering capability
469,Onduleurs (UPS),onduleurs ups,10,pending,job,,666,"DCEO Engineer, Data Center Engineering Operations H/F | AMAZON DATA SERVICES FRANCE SAS | active",review_frequency,create_new_skill,UPS Systems,tools,high,yes,data center power equipment
471,Systèmes de climatisation de précision (CRAC),systemes de climatisation de precision crac,10,pending,job,,666,"DCEO Engineer, Data Center Engineering Operations H/F | AMAZON DATA SERVICES FRANCE SAS | active",review_frequency,create_new_skill,CRAC Systems,tools,high,yes,data center cooling
470,Unités de distribution électrique (PDU),unites de distribution electrique pdu,10,pending,job,,666,"DCEO Engineer, Data Center Engineering Operations H/F | AMAZON DATA SERVICES FRANCE SAS | active",review_frequency,create_new_skill,PDU Systems,tools,high,yes,data center power distribution
343,AI Coding Assistants,ai coding assistants,9,pending,job,,145,Ingénieur(e) en développement logiciel & IA en alternance H/F (H/F) | STEEL ELECTRONIQUE | active,review_frequency,create_new_skill,AI Coding Assistants,tools,high,yes,AI coding tool category
319,AJAX,ajax,9,pending,job,,127,Developpeur full stack (H/F) | MEDIA-START | active,review_frequency,create_new_skill,AJAX,frontend,high,yes,frontend web technique
591,AZ-500,az 500,9,pending,job,,894,Ingénieur Cybersécurité H/F (H/F) | INFORMATIS TECHNOLOGY SYSTM | active,review_frequency,create_new_skill,AZ-500,security,high,yes,Microsoft security certification
855,Antivirus,antivirus,9,pending,job,,1125,Ingenieur Cybersecurite (H/F) | E-KENT | active,review_frequency,create_new_skill,Endpoint Security,security,medium,yes,endpoint protection
273,Architecture ARM,architecture arm,9,pending,job,,100,Ingénieur Développement Logiciel Embarqué Temps Réel (H/F) | CARE TECHNOLOGY CONSULTING | active,review_frequency,create_new_skill,ARM Architecture,other,high,yes,embedded architecture
524,Artifactory,artifactory,9,pending,job,,793,Ingénieur DevOps   (H/F) | DAVIDSON PACA | active,review_frequency,create_new_skill,Artifactory,devops,high,yes,artifact repository
287,BLE,ble,9,pending,job,,102,Ingénieur Développeur Sénior Logiciel Embarqué (H/F) | WIKA INSTRUMENTS SARL | active,review_frequency,create_new_skill,Bluetooth Low Energy,other,high,yes,embedded/wireless protocol
